通番号,公示年度,スキーム,分野,調査・事業名,提案法人名,代表法人所在地,外部人材（コンサルティング企業）,対象国
1163,2017,案件化調査（中小企業支援型）,その他,"ヤンゴン市における交通事故対策のための反射式道路鋲導入にかかる案件化調査【5,000万円上限枠】【途上国発イノベーション枠】",株式会社ミカド交設,山口県,株式会社電通,ミャンマー
,,,,,,,,
1164,2018,普及・実証・ビジネス化事業（中小企業支援型）,農業,レムアイスシステム及び魚艙FRP化を通じた鮮度保持技術の普及・実証・ビジネス化事業【地域産業集積海外展開推進枠】,ユタカ冷蔵株式会社、株式会社ニシエフ、フジミツ株式会社 共同企業体,山口県,【契約交渉中】,ベトナム
1165,2012,普及・実証・ビジネス化事業（中小企業支援型）,防災・災害対策,防災・環境保全及び環境再生技術の普及・実証事業,多機能フィルター株式会社,山口県,(なし),インドネシア
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1166,2019,普及・実証・ビジネス化事業（中小企業支援型）,防災・災害対策,法面保護用侵食防止・植生マットの普及・実証・ビジネス化事業,多機能フィルター株式会社,山口県,【契約交渉中】,フィリピン
1167,2016,案件化調査（中小企業支援型）,農業,徳島式土壌改良法による園芸作物の生産性と品質の向上にかかる案件化調査,徳島港湾荷役株式会社、株式会社農家ソムリエーず、有限会社樫山農園 共同企業体,徳島県,株式会社シーエスジェイ,ベトナム
,,,,,,,,
,,,,,,,,
1168,2017,案件化調査（中小企業支援型）,農業,官民連携による食品安全基準の策定支援および検査ビジネス展開にむけた案件化調査,株式会社スペック,徳島県,アイ・シー・ネット株式会社,カンボジア
,,,,,,,,
,,,,,,,,
1169,2019,案件化調査（中小企業支援型）,農業,ウィルスフリー技術導入による農産物の品質と生産性向上にかかる案件化調査,吉村農園インターナショナル株式会社,徳島県,【契約交渉中】,カンボジア
1170,2014,案件化調査（中小企業支援型）,保健医療,安全・高品質・衛生的な医療用酸素ガスの供給システム構築に係る案件化調査,北島酸素株式会社,徳島県,インテムコンサルティング株式会社,ミャンマー
,,,,,,,,
,,,,,,,,
1171,2015,案件化調査（中小企業支援型）,その他,点滅式LEDソーラライトによる交通危険地域の安全対策を確保するシステムにかかる案件化調査,冨士建設工業有限会社,徳島県,株式会社レデス,カンボジア
,,,,,,,,
,,,,,,,,
1172,2013,普及・実証・ビジネス化事業（中小企業支援型）,環境・エネルギー,小水力発電を利用した未電化地域開発普及・実証事業,喜多機械産業株式会社,徳島県,四国電力株式会社、株式会社アンジェロセック,フィリピン
,,,,,,,,
,,,,,,,,
,,,,,,,,
1173,2018,普及・実証・ビジネス化事業（中小企業支援型）,農業,徳島発安心・安全な高付加価値野菜のバリューチェーン構築普及・実証・ビジネス化事業,徳島港湾荷役株式会社、株式会社農家ソムリエーず、有限会社樫山農園 共同企業体,徳島県,【契約交渉中】,ベトナム
1174,2019,普及・実証・ビジネス化事業（中小企業支援型）,農業,官民連携による食品安全基準の策定と食品検査サービスの普及・実証・ビジネス化事業,株式会社スペック,徳島県,【契約交渉中】,カンボジア
1175,2016,普及・実証・ビジネス化事業（中小企業支援型）,保健医療,安全・高品質・衛生的な医療用酸素の供給体制構築に係る普及・実証事業,北島酸素株式会社,徳島県,インテムコンサルティング株式会社,ミャンマー
,,,,,,,,
1176,2020,普及・実証・ビジネス化事業（中小企業支援型）,保健医療,公平な医療酸素サービスを提供する液化酸素流通インフラの普及・実証・ビジネス化事業,北島酸素株式会社,徳島県,【契約交渉中】,ミャンマー
1177,2020,普及・実証・ビジネス化事業（中小企業支援型）,インフラ整備・運輸交通,点滅式ソーラーLEDライトによる交通安全システム普及・実証・ビジネス化事業,冨士建設工業有限会社,徳島県,【契約交渉中】,カンボジア
1178,2017,途上国の課題解決型ビジネス（SDGsビジネス）調査,農業,小規模農家の収入向上及びポストハーベストロス抑制のためのサツマイモ生産・加工品販売ビジネス(SDGsビジネス)調査,丸久株式会社,徳島県,(なし),バングラデシュ
,,,,,,,,
1179,2020,案件化調査（中小企業支援型）,水の浄化・水処理,水道施設における無収水対策に係る案件化調査,株式会社川西水道機器,香川県,【契約交渉中】,ケニア
1180,2013,案件化調査（中小企業支援型）,農業,竹加工製品を利用した農村振興案件化調査,東亜機工株式会社、株式会社オリエンタルコンサルタンツ 共同企業体,香川県,(なし),カンボジア
,,,,,,,,
1181,2017,案件化調査（中小企業支援型）,農業,ゲアン省におけるニンニクを中心とした農産物のバリューチェーン構築に係る案件化調査,ファーマーズ協同組合,香川県,株式会社シー・ディー・シー・インターナショナル,ベトナム
,,,,,,,,
,,,,,,,,
1182,2014,案件化調査（中小企業支援型）,保健医療,妊産婦ケアにおける遠隔医療システム導入案件化調査,株式会社ミトラ,香川県,株式会社ティーエーネットワーキング,南アフリカ共和国
,,,,,,,,
,,,,,,,,
1183,2020,案件化調査（中小企業支援型）,保健医療,胎児心拍モニターによる妊産婦医療サービス向上・新生児死亡率低減のための案件化調査,メロディ・インターナショナル株式会社,香川県,【契約交渉中】,ミャンマー
1184,2014,案件化調査（中小企業支援型）,防災・災害対策,メコンデルタ地域における運河・水路護岸築堤の地盤改良技術普及に向けた案件化調査,株式会社村上組,香川県,株式会社オリエンタルコンサルタンツ、株式会社オリエンタルコンサルタンツグローバル,ベトナム
,,,,,,,,
,,,,,,,,
1185,2013,普及・実証・ビジネス化事業（中小企業支援型）,水の浄化・水処理,可搬型オールインワンタイプ浄水装置普及・実証事業,株式会社イナダ,香川県,日本テピア株式会社,フィリピン
,,,,,,,,
,,,,,,,,
,,,,,,,,
1186,2013,普及・実証・ビジネス化事業（中小企業支援型）,農業,食品加工における常温保存が可能なレトルト食品製造技術の普及・実証事業,株式会社サムソン,香川県,株式会社国際開発センター,インドネシア
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1187,2019,普及・実証・ビジネス化事業（中小企業支援型）,農業,ゲアン省さぬきニンニクのバリューチェーン構築に係る普及・実証・ビジネス化事業,ファーマーズ協同組合,香川県,【契約交渉中】,ベトナム
1188,2017,普及・実証・ビジネス化事業（中小企業支援型）,保健医療,妊産婦ケアにおける電子カルテの導入と地域医療連携制度の強化に関する普及・実証事業【1.5億円枠】,株式会社ミトラ,香川県,株式会社アプライドマネージメント、国際航業株式会社,インドネシア
1189,2016,普及・実証・ビジネス化事業（中小企業支援型）,防災・災害対策,メコンデルタ地域における運河・水路護岸構築における地盤改良技術の普及・実証事業,株式会社村上重機,香川県,株式会社オリエンタルコンサルタンツ,ベトナム
,,,,,,,,
,,,,,,,,
1190,2019,基礎調査,水の浄化・水処理,水道施設における無収水対策に係る基礎調査【アフリカ課題提示型】,株式会社川西水道機器,香川県,JCCP M株式会社,ケニア
,,,,,,,,
,,,,,,,,
1191,2012,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,電力メータメンテナンス技術移転によるメータリサイクル事業準備調査(BOPビジネス連携促進),四国電力株式会社、四国計測工業株式会社 共同企業体,香川県,(なし),フィリピン
,,,,,,,,
1192,2010,協力準備調査（BOPビジネス連携促進）,水の浄化・水処理,安全な飲料水供給事業準備調査(BOPビジネス連携促進),四国化成工業株式会社,香川県,(なし),インド
1193,2017,案件化調査（中小企業支援型）,水の浄化・水処理,"パーム油工場でのバイオガス回収を伴う高濃度排水処理に係る案件化調査【5,000万円上限枠】",株式会社愛研化工機,愛媛県,パシフィックコンサルタンツ株式会社,インドネシア
,,,,,,,,
1194,2020,案件化調査（中小企業支援型）,農業,低コスト型有機原木しいたけ栽培の6次産業化に向けた案件化調査,有限会社宇和島食菌,愛媛県,【契約交渉中】,ブータン
1195,2014,案件化調査（中小企業支援型）,その他,高品質な道路補修材の普及と舗装マネジメントシステムに係る案件化調査,株式会社愛亀,愛媛県,久心コンサルタント株式会社,カンボジア
,,,,,,,,
,,,,,,,,
1196,2018,案件化調査（中小企業支援型）,その他,省力型全天候舗装補修材を活用した道路維持管理推進にかかる案件化調査,株式会社愛亀,愛媛県,【契約交渉中】,キルギス
,,,,,,,,
1197,2018,案件化調査（中小企業支援型）,その他,食品加工機械の製造及び販売可能性にかかる案件化調査,合同会社オンリーワン愛媛,愛媛県,アイ・シー・ネット株式会社,マラウイ
1198,2014,普及・実証・ビジネス化事業（中小企業支援型）,環境・エネルギー,環境負荷を低減する電動三輪自動車(Eトライシクル)都市交通システムの普及・実証事業,BEMAC株式会社(旧渦潮電機株式会社),愛媛県,八千代エンジニヤリング株式会社,フィリピン
,,,,,,,,
1199,2015,普及・実証・ビジネス化事業（中小企業支援型）,その他,常温合材(エクセル)を用いた舗装補修技術を通じた日常道路維持管理の普及・実証事業,株式会社愛亀,愛媛県,久心コンサルタント株式会社、株式会社メッツ研究所,カンボジア
